# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/j8hwang/lab5/tagdirs/Oct4
#
# total peaks = 2203
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1733716.0
# Total tags in peaks = 45928.0
# Approximate IP efficiency = 2.65%
# tags per bp = 0.000795
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.024429e-07
# FDR tag threshold = 4.0
# number of putative peaks = 95516
#
# input tag directory = /home/j8hwang/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 90247
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3065
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/j8hwang/lab5/tagdirs/Oct4 -i /home/j8hwang/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-1875	17	88652186	88652260	+	80.8	0.706	13.000000	13.9	2.0	6.95	2.07e-07	6.96	3.12e-08	0.86
17-2452	17	89634277	89634351	+	80.8	0.630	12.000000	13.9	2.0	6.95	2.07e-07	12.60	1.78e-11	1.01
17-2456	17	94553581	94553655	+	80.8	0.895	12.000000	13.9	2.0	6.95	2.07e-07	12.87	1.36e-11	0.93
8-1	8	129234249	129234323	+	80.8	0.593	14.000000	13.9	3.0	4.63	1.61e-05	11.73	4.52e-11	0.86
17-1886	17	3505806	3505880	+	75.0	0.655	12.000000	12.9	3.0	4.30	7.14e-05	5.66	9.56e-07	0.86
17-1478	17	4778328	4778402	+	75.0	0.636	13.000000	12.9	3.0	4.30	7.14e-05	9.25	3.65e-09	0.79
17-1479	17	4907576	4907650	+	75.0	0.857	13.000000	12.9	3.0	4.30	7.14e-05	4.67	7.36e-06	0.86
17-1889	17	4994295	4994369	+	75.0	0.645	12.000000	12.9	3.0	4.30	7.14e-05	4.32	3.50e-05	1.03
17-2464	17	5016791	5016865	+	75.0	0.773	11.000000	13.9	3.0	4.63	1.61e-05	5.53	1.22e-06	1.03
17-1900	17	7240714	7240788	+	75.0	0.591	12.000000	12.9	2.0	6.45	1.36e-06	6.44	2.29e-07	0.86
17-1905	17	8388641	8388715	+	75.0	0.630	12.000000	12.9	3.0	4.30	7.14e-05	7.48	4.25e-08	0.86
17-1906	17	8985875	8985949	+	75.0	0.586	12.000000	12.9	3.0	4.30	7.14e-05	8.78	6.73e-09	0.94
17-1907	17	9202893	9202967	+	75.0	0.760	12.000000	12.9	2.0	6.45	1.36e-06	7.23	6.27e-08	0.94
17-3292	17	10151011	10151085	+	75.0	0.625	10.000000	12.9	3.0	4.30	7.14e-05	7.61	3.48e-08	1.03
17-3299	17	10938008	10938082	+	75.0	0.882	10.000000	12.9	2.0	6.45	1.36e-06	16.08	4.52e-12	1.03
17-1918	17	12076101	12076175	+	75.0	0.739	12.000000	13.9	1.0	13.90	6.36e-11	10.12	1.27e-09	0.94
17-1499	17	12205773	12205847	+	75.0	0.810	13.000000	12.9	3.0	4.30	7.14e-05	5.12	2.81e-06	0.86
17-1922	17	12991393	12991467	+	75.0	0.708	12.000000	12.9	3.0	4.30	7.14e-05	4.39	1.42e-05	0.94
17-2504	17	13008218	13008292	+	75.0	0.560	11.000000	12.9	2.0	6.45	1.36e-06	4.05	3.23e-05	1.03
17-1927	17	13683810	13683884	+	75.0	0.600	12.000000	12.9	3.0	4.30	7.14e-05	4.55	9.73e-06	0.94
17-3324	17	13804084	13804158	+	75.0	0.867	10.000000	12.9	3.0	4.30	7.14e-05	9.18	1.56e-08	1.14
17-1238	17	14806972	14807046	+	75.0	0.560	14.000000	12.9	3.0	4.30	7.14e-05	11.70	2.25e-10	0.79
17-1932	17	15065789	15065863	+	75.0	0.538	12.000000	12.9	2.0	6.45	1.36e-06	7.20	6.58e-08	0.86
17-1937	17	15498526	15498600	+	75.0	0.714	12.000000	12.9	2.0	6.45	1.36e-06	4.31	1.70e-05	0.86
17-1518	17	17409809	17409883	+	75.0	0.556	13.000000	12.9	0.5	25.81	3.09e-13	4.82	5.35e-06	0.86
17-4619	17	17827639	17827713	+	75.0	0.591	9.000000	12.9	3.0	4.30	7.14e-05	4.79	5.68e-06	1.14
17-1948	17	18142993	18143067	+	75.0	0.467	12.000000	12.9	1.0	12.91	8.32e-10	12.12	1.49e-10	0.86
17-1248	17	18518690	18518764	+	75.0	0.625	14.000000	12.9	1.0	12.91	8.32e-10	6.17	3.73e-07	0.79
17-2530	17	20682961	20683035	+	75.0	0.750	11.000000	12.9	2.0	6.45	1.36e-06	17.55	1.54e-12	0.94
17-1249	17	21065660	21065734	+	75.0	0.621	14.000000	12.9	1.0	12.91	8.32e-10	7.02	8.71e-08	0.86
17-2535	17	21845953	21846027	+	75.0	0.696	11.000000	12.9	1.0	12.91	8.32e-10	7.93	2.18e-08	1.03
17-1521	17	22417721	22417795	+	75.0	0.762	13.000000	12.9	3.0	4.30	7.14e-05	12.03	1.62e-10	0.86
17-1956	17	22427418	22427492	+	75.0	0.727	12.000000	12.9	3.0	4.30	7.14e-05	6.12	4.03e-07	0.86
17-1254	17	23362023	23362097	+	75.0	0.548	14.000000	12.9	0.5	25.81	3.09e-13	14.96	1.09e-11	0.79
17-2540	17	23438141	23438215	+	75.0	0.895	11.000000	14.9	0.5	29.78	4.25e-16	10.36	9.57e-10	1.03
17-2544	17	23627994	23628068	+	75.0	0.778	11.000000	12.9	3.0	4.30	7.14e-05	5.99	5.09e-07	0.94
17-1973	17	24151827	24151901	+	75.0	0.607	12.000000	12.9	3.0	4.30	7.14e-05	5.15	2.64e-06	0.86
17-3431	17	24243745	24243819	+	75.0	0.667	10.000000	12.9	2.0	6.45	1.36e-06	5.84	1.80e-06	1.14
17-1543	17	24628844	24628918	+	75.0	0.727	13.000000	12.9	2.0	6.45	1.36e-06	5.39	1.61e-06	0.86
17-1979	17	24687203	24687277	+	75.0	0.700	12.000000	12.9	3.0	4.30	7.14e-05	5.24	5.31e-06	0.94
17-1983	17	24804347	24804421	+	75.0	0.577	12.000000	12.9	3.0	4.30	7.14e-05	5.33	1.10e-05	0.86
17-1553	17	25476090	25476164	+	75.0	0.682	13.000000	12.9	3.0	4.30	7.14e-05	6.77	1.31e-07	0.86
17-1989	17	25579468	25579542	+	75.0	0.714	12.000000	13.9	3.0	4.63	1.61e-05	5.43	1.51e-06	0.94
17-1571	17	26616034	26616108	+	75.0	0.938	13.000000	12.9	1.0	12.91	8.32e-10	6.72	1.43e-07	0.86
17-1277	17	26663119	26663193	+	75.0	0.868	14.000000	12.9	3.0	4.30	7.14e-05	4.65	7.79e-06	0.79
17-1573	17	26932455	26932529	+	75.0	0.769	13.000000	12.9	3.0	4.30	7.14e-05	6.44	2.29e-07	0.94
17-2003	17	26946465	26946539	+	75.0	0.750	12.000000	12.9	1.0	12.91	8.32e-10	4.77	6.02e-06	1.03
17-1281	17	27087527	27087601	+	75.0	0.741	14.000000	12.9	2.0	6.45	1.36e-06	5.50	1.31e-06	0.79
17-2610	17	27106837	27106911	+	75.0	0.538	11.000000	12.9	1.0	12.91	8.32e-10	6.32	2.81e-07	0.94
17-4876	17	28143812	28143886	+	75.0	0.619	9.000000	12.9	1.0	12.91	8.32e-10	4.09	2.94e-05	1.14
17-1588	17	28368618	28368692	+	75.0	0.667	13.000000	12.9	2.0	6.45	1.36e-06	5.26	2.10e-06	0.86
17-2035	17	28689382	28689456	+	75.0	0.517	12.000000	12.9	3.0	4.30	7.14e-05	4.02	3.47e-05	0.86
17-2037	17	28774483	28774557	+	75.0	0.875	12.000000	12.9	1.0	12.91	8.32e-10	6.42	2.38e-07	0.94
17-3574	17	28877098	28877172	+	75.0	0.727	10.000000	12.9	3.0	4.30	7.14e-05	4.86	4.90e-06	1.14
17-1598	17	28973843	28973917	+	75.0	0.667	13.000000	12.9	3.0	4.30	7.14e-05	5.14	2.73e-06	0.86
17-2055	17	29426865	29426939	+	75.0	0.625	12.000000	12.9	3.0	4.30	7.14e-05	4.93	4.21e-06	0.94
17-2682	17	29549555	29549629	+	75.0	0.593	11.000000	12.9	2.0	6.45	1.36e-06	5.42	3.80e-06	1.14
17-2058	17	29603460	29603534	+	75.0	0.542	12.000000	12.9	3.0	4.30	7.14e-05	5.38	1.67e-06	0.86
17-2684	17	29728267	29728341	+	75.0	0.812	11.000000	12.9	1.0	12.91	8.32e-10	5.99	1.38e-06	1.03
17-2687	17	29798503	29798577	+	75.0	0.765	11.000000	12.9	2.0	6.45	1.36e-06	4.13	2.67e-05	0.94
17-1619	17	29880182	29880256	+	75.0	0.593	13.000000	12.9	3.0	4.30	7.14e-05	5.15	2.64e-06	0.86
17-1621	17	30004701	30004775	+	75.0	0.577	13.000000	12.9	3.0	4.30	7.14e-05	4.66	1.69e-05	0.94
17-1624	17	30672731	30672805	+	75.0	0.600	13.000000	12.9	3.0	4.30	7.14e-05	6.11	1.14e-06	0.86
17-2697	17	30831367	30831441	+	75.0	0.833	11.000000	12.9	0.5	25.81	3.09e-13	7.45	4.47e-08	1.03
17-2699	17	31074168	31074242	+	75.0	0.609	11.000000	12.9	3.0	4.30	7.14e-05	5.39	1.61e-06	0.94
17-2076	17	31772244	31772318	+	75.0	0.519	12.000000	12.9	2.0	6.45	1.36e-06	4.89	1.06e-05	0.94
17-7475	17	32092482	32092556	+	75.0	0.722	8.000000	12.9	3.0	4.30	7.14e-05	6.93	3.07e-07	1.47
17-2079	17	32189032	32189106	+	75.0	0.600	12.000000	12.9	1.0	12.91	8.32e-10	5.45	9.01e-06	0.94
17-1319	17	32349219	32349293	+	75.0	0.792	14.000000	12.9	2.0	6.45	1.36e-06	4.60	8.71e-06	0.79
17-2083	17	32505853	32505927	+	75.0	0.517	12.000000	12.9	3.0	4.30	7.14e-05	4.94	4.09e-06	0.94
17-1638	17	32680516	32680590	+	75.0	0.567	13.000000	12.9	3.0	4.30	7.14e-05	7.35	5.18e-08	0.86
17-1639	17	32891692	32891766	+	75.0	0.593	13.000000	12.9	3.0	4.30	7.14e-05	4.62	8.24e-06	0.94
17-1323	17	32965683	32965757	+	75.0	0.629	14.000000	12.9	2.0	6.45	1.36e-06	6.08	4.36e-07	0.86
17-2085	17	33394821	33394895	+	75.0	0.625	12.000000	12.9	2.0	6.45	1.36e-06	7.20	6.58e-08	0.94
17-1643	17	33550924	33550998	+	75.0	0.519	13.000000	12.9	1.0	12.91	8.32e-10	5.41	1.56e-06	0.79
17-3727	17	34383416	34383490	+	75.0	0.750	10.000000	12.9	2.0	6.45	1.36e-06	6.30	2.93e-07	1.03
17-2105	17	34392224	34392298	+	75.0	0.700	12.000000	12.9	0.5	25.81	3.09e-13	7.78	2.69e-08	0.86
17-1655	17	34562759	34562833	+	75.0	0.852	13.000000	12.9	2.0	6.45	1.36e-06	5.21	2.32e-06	0.94
17-3755	17	35342316	35342390	+	75.0	0.682	10.000000	12.9	2.0	6.45	1.36e-06	6.84	3.52e-07	1.14
17-3770	17	35635734	35635808	+	75.0	0.517	10.000000	12.9	3.0	4.30	7.14e-05	5.12	2.81e-06	1.14
17-2829	17	36148458	36148532	+	75.0	0.909	11.000000	13.9	3.0	4.63	1.61e-05	5.70	8.90e-07	1.03
17-1692	17	36271305	36271379	+	75.0	0.552	13.000000	12.9	0.5	25.81	3.09e-13	5.62	1.03e-06	0.86
17-2156	17	40593779	40593853	+	75.0	0.969	12.000000	13.9	1.0	13.90	6.36e-11	9.05	4.69e-09	0.94
17-1709	17	45374345	45374419	+	75.0	0.613	13.000000	12.9	2.0	6.45	1.36e-06	6.35	2.70e-07	0.86
17-3853	17	45432546	45432620	+	75.0	0.536	10.000000	12.9	3.0	4.30	7.14e-05	4.86	4.90e-06	1.03
17-2171	17	45449728	45449802	+	75.0	0.640	12.000000	12.9	3.0	4.30	7.14e-05	5.18	2.48e-06	0.86
17-1362	17	45731322	45731396	+	75.0	0.667	14.000000	12.9	3.0	4.30	7.14e-05	4.17	2.42e-05	0.79
17-1720	17	46110836	46110910	+	75.0	0.600	13.000000	12.9	3.0	4.30	7.14e-05	5.31	1.91e-06	0.86
17-1363	17	46111240	46111314	+	75.0	0.654	14.000000	12.9	0.5	25.81	3.09e-13	5.46	1.41e-06	0.79
17-2183	17	46282896	46282970	+	75.0	0.667	12.000000	12.9	3.0	4.30	7.14e-05	4.48	1.15e-05	0.94
17-2893	17	46522173	46522247	+	75.0	0.842	11.000000	12.9	2.0	6.45	1.36e-06	4.93	4.21e-06	0.94
17-5479	17	46674784	46674858	+	75.0	0.682	9.000000	12.9	3.0	4.30	7.14e-05	4.17	2.42e-05	1.14
17-2189	17	46725500	46725574	+	75.0	0.583	12.000000	12.9	2.0	6.45	1.36e-06	4.49	1.12e-05	0.86
17-2909	17	46920997	46921071	+	75.0	0.600	11.000000	12.9	1.0	12.91	8.32e-10	4.77	3.00e-05	0.94
17-2214	17	47703156	47703230	+	75.0	0.667	12.000000	12.9	3.0	4.30	7.14e-05	4.38	1.46e-05	0.86
17-2223	17	48025053	48025127	+	75.0	0.625	12.000000	12.9	2.0	6.45	1.36e-06	5.97	5.29e-07	0.86
17-2949	17	48761968	48762042	+	75.0	0.833	11.000000	12.9	0.5	25.81	3.09e-13	9.20	3.89e-09	1.03
17-1745	17	49876122	49876196	+	75.0	0.593	13.000000	12.9	2.0	6.45	1.36e-06	7.55	3.85e-08	0.86
17-4000	17	50783277	50783351	+	75.0	0.682	10.000000	12.9	0.5	25.81	3.09e-13	5.31	1.91e-06	1.03
17-2234	17	51294540	51294614	+	75.0	0.731	12.000000	12.9	2.0	6.45	1.36e-06	7.86	8.22e-08	0.94
17-5614	17	51547879	51547953	+	75.0	0.737	9.000000	12.9	1.0	12.91	8.32e-10	11.17	3.93e-10	1.14
17-2963	17	53461328	53461402	+	75.0	0.700	11.000000	12.9	2.0	6.45	1.36e-06	5.06	3.19e-06	0.94
17-1747	17	53510816	53510890	+	75.0	0.615	13.000000	12.9	1.0	12.91	8.32e-10	5.79	7.41e-07	0.94
17-2239	17	53601820	53601894	+	75.0	0.708	12.000000	13.9	1.0	13.90	6.36e-11	7.26	5.98e-08	0.94
17-2972	17	53689214	53689288	+	75.0	0.615	11.000000	12.9	3.0	4.30	7.14e-05	4.07	6.05e-05	1.03
17-1398	17	56241599	56241673	+	75.0	0.562	14.000000	12.9	3.0	4.30	7.14e-05	4.94	4.09e-06	0.94
17-1757	17	56253452	56253526	+	75.0	0.833	13.000000	13.9	0.5	27.80	1.19e-14	4.02	3.47e-05	0.86
17-1763	17	56415619	56415693	+	75.0	0.850	13.000000	12.9	2.0	6.45	1.36e-06	5.85	6.63e-07	0.79
17-2264	17	56777703	56777777	+	75.0	0.533	12.000000	13.9	3.0	4.63	1.61e-05	6.72	1.43e-07	0.94
17-1776	17	62007332	62007406	+	75.0	0.452	13.000000	12.9	0.5	25.81	3.09e-13	8.43	1.07e-08	0.86
17-1412	17	62884298	62884372	+	75.0	0.812	14.000000	12.9	0.5	25.81	3.09e-13	4.12	2.73e-05	0.79
17-1778	17	63414396	63414470	+	75.0	0.625	13.000000	12.9	2.0	6.45	1.36e-06	8.91	5.63e-09	0.86
17-2289	17	63710301	63710375	+	75.0	0.750	12.000000	12.9	3.0	4.30	7.14e-05	7.56	1.24e-07	1.03
17-1781	17	63849889	63849963	+	75.0	0.800	13.000000	13.9	1.0	13.90	6.36e-11	5.62	1.03e-06	0.86
17-3026	17	63894908	63894982	+	75.0	0.650	11.000000	12.9	1.0	12.91	8.32e-10	7.61	3.48e-08	0.94
17-3027	17	64229741	64229815	+	75.0	0.619	11.000000	12.9	2.0	6.45	1.36e-06	7.26	5.98e-08	0.94
17-3028	17	64250660	64250734	+	75.0	0.762	11.000000	12.9	2.0	6.45	1.36e-06	9.35	3.22e-09	1.03
17-1415	17	64908865	64908939	+	75.0	0.679	14.000000	12.9	2.0	6.45	1.36e-06	8.15	1.58e-08	0.79
17-1784	17	64916876	64916950	+	75.0	0.519	13.000000	12.9	3.0	4.30	7.14e-05	6.35	7.62e-07	0.86
17-3030	17	65071312	65071386	+	75.0	0.833	11.000000	12.9	0.5	25.81	3.09e-13	9.72	2.04e-09	1.03
17-2307	17	65933902	65933976	+	75.0	0.630	12.000000	12.9	0.5	25.81	3.09e-13	6.30	2.93e-07	0.94
17-2310	17	66364192	66364266	+	75.0	0.607	12.000000	12.9	3.0	4.30	7.14e-05	5.07	3.09e-06	0.86
17-1793	17	67012128	67012202	+	75.0	0.818	13.000000	12.9	2.0	6.45	1.36e-06	9.15	4.14e-09	0.86
17-2316	17	67856140	67856214	+	75.0	0.714	12.000000	12.9	1.0	12.91	8.32e-10	10.12	1.27e-09	0.94
17-1797	17	70592525	70592599	+	75.0	0.682	13.000000	12.9	3.0	4.30	7.14e-05	7.65	3.31e-08	0.86
17-3068	17	70882802	70882876	+	75.0	0.875	11.000000	12.9	2.0	6.45	1.36e-06	4.61	8.47e-06	0.94
17-3074	17	71312010	71312084	+	75.0	0.667	11.000000	12.9	3.0	4.30	7.14e-05	5.23	2.25e-06	0.94
17-1805	17	71480701	71480775	+	75.0	0.548	13.000000	12.9	2.0	6.45	1.36e-06	4.34	1.57e-05	0.86
17-3081	17	72836767	72836841	+	75.0	0.640	11.000000	12.9	2.0	6.45	1.36e-06	4.47	1.18e-05	0.94
17-1811	17	72837537	72837611	+	75.0	0.793	13.000000	13.9	2.0	6.95	2.07e-07	4.41	1.34e-05	0.86
17-1813	17	74332379	74332453	+	75.0	0.737	13.000000	12.9	2.0	6.45	1.36e-06	6.96	9.55e-08	0.86
17-4230	17	75536856	75536930	+	75.0	0.700	10.000000	12.9	3.0	4.30	7.14e-05	7.32	5.43e-08	1.14
17-2359	17	78107305	78107379	+	75.0	0.692	12.000000	12.9	1.0	12.91	8.32e-10	12.12	1.49e-10	0.94
17-4246	17	79021043	79021117	+	75.0	0.640	10.000000	12.9	2.0	6.45	1.36e-06	5.44	3.68e-06	1.14
17-3106	17	79699386	79699460	+	75.0	0.833	11.000000	12.9	2.0	6.45	1.36e-06	7.89	2.30e-08	0.94
17-2372	17	79745616	79745690	+	75.0	0.633	12.000000	12.9	2.0	6.45	1.36e-06	5.50	1.31e-06	0.94
17-6006	17	79803703	79803777	+	75.0	0.778	9.000000	12.9	1.0	12.91	8.32e-10	5.35	1.07e-05	1.18
17-1438	17	80224497	80224571	+	75.0	0.704	14.000000	12.9	2.0	6.45	1.36e-06	5.20	2.40e-06	0.79
17-2377	17	80225319	80225393	+	75.0	0.933	12.000000	12.9	1.0	12.91	8.32e-10	5.07	3.09e-06	0.94
17-4276	17	80455756	80455830	+	75.0	0.684	10.000000	12.9	0.5	25.81	3.09e-13	5.73	8.27e-07	1.03
17-2384	17	80601562	80601636	+	75.0	0.731	12.000000	12.9	3.0	4.30	7.14e-05	5.28	2.04e-06	0.94
17-1831	17	81064746	81064820	+	75.0	0.485	13.000000	13.9	2.0	6.95	2.07e-07	5.39	1.61e-06	0.86
17-2390	17	82239808	82239882	+	75.0	0.812	12.000000	12.9	2.0	6.45	1.36e-06	12.12	1.49e-10	0.86
17-3124	17	82440834	82440908	+	75.0	0.640	11.000000	12.9	1.0	12.91	8.32e-10	6.77	1.31e-07	0.94
17-1833	17	83011060	83011134	+	75.0	0.680	13.000000	12.9	0.5	25.81	3.09e-13	9.77	1.91e-09	0.79
17-1443	17	83025487	83025561	+	75.0	0.633	14.000000	13.9	2.0	6.95	2.07e-07	7.42	4.69e-08	0.79
17-4291	17	83044013	83044087	+	75.0	0.600	10.000000	12.9	1.0	12.91	8.32e-10	6.88	1.09e-07	1.03
17-3131	17	83278045	83278119	+	75.0	0.609	11.000000	12.9	2.0	6.45	1.36e-06	4.94	4.09e-06	1.03
17-4296	17	83350412	83350486	+	75.0	0.593	10.000000	12.9	2.0	6.45	1.36e-06	4.93	4.21e-06	1.14
17-2401	17	83903782	83903856	+	75.0	0.680	12.000000	12.9	2.0	6.45	1.36e-06	5.31	1.91e-06	0.86
17-3150	17	83990755	83990829	+	75.0	0.905	11.000000	12.9	3.0	4.30	7.14e-05	4.16	4.98e-05	1.03
17-2404	17	84331373	84331447	+	75.0	0.560	12.000000	13.9	2.0	6.95	2.07e-07	5.38	1.67e-06	0.94
17-1843	17	84626572	84626646	+	75.0	0.727	13.000000	12.9	3.0	4.30	7.14e-05	6.14	3.88e-07	0.86
17-3168	17	85143271	85143345	+	75.0	0.682	11.000000	12.9	2.0	6.45	1.36e-06	5.87	6.39e-07	0.94
17-2416	17	85207700	85207774	+	75.0	0.700	12.000000	12.9	3.0	4.30	7.14e-05	8.08	1.76e-08	0.94
17-2422	17	86397219	86397293	+	75.0	0.636	12.000000	12.9	0.5	25.81	3.09e-13	7.35	5.18e-08	0.86
17-4360	17	86465977	86466051	+	75.0	0.842	10.000000	12.9	2.0	6.45	1.36e-06	6.94	9.99e-08	1.03
17-2425	17	86668370	86668444	+	75.0	0.533	12.000000	12.9	1.0	12.91	8.32e-10	4.77	6.02e-06	0.94
17-4364	17	86691056	86691130	+	75.0	0.640	10.000000	12.9	0.5	25.81	3.09e-13	7.29	5.70e-08	1.14
17-1858	17	87492524	87492598	+	75.0	0.640	13.000000	12.9	3.0	4.30	7.14e-05	5.50	1.31e-06	0.86
17-2433	17	87595627	87595701	+	75.0	0.789	12.000000	13.9	1.0	13.90	6.36e-11	7.29	5.70e-08	0.94
17-2440	17	87963453	87963527	+	75.0	0.609	12.000000	12.9	0.5	25.81	3.09e-13	4.92	4.34e-06	0.94
17-2442	17	87992228	87992302	+	75.0	0.947	12.000000	12.9	1.0	12.91	8.32e-10	5.10	2.90e-06	0.94
17-1868	17	88141988	88142062	+	75.0	0.630	13.000000	12.9	3.0	4.30	7.14e-05	6.44	2.29e-07	0.86
17-2443	17	88252135	88252209	+	75.0	0.971	12.000000	12.9	2.0	6.45	1.36e-06	4.05	3.23e-05	0.94
17-3208	17	88322447	88322521	+	75.0	0.727	11.000000	12.9	2.0	6.45	1.36e-06	5.81	7.14e-07	0.94
17-1874	17	88353193	88353267	+	75.0	0.789	13.000000	12.9	1.0	12.91	8.32e-10	10.06	1.36e-09	0.86
17-4412	17	88514190	88514264	+	75.0	0.778	10.000000	12.9	3.0	4.30	7.14e-05	4.46	1.21e-05	1.03
17-1878	17	90584310	90584384	+	75.0	0.739	13.000000	12.9	0.5	25.81	3.09e-13	4.50	1.09e-05	0.86
17-3222	17	90743780	90743854	+	75.0	0.565	11.000000	12.9	1.0	12.91	8.32e-10	11.59	1.22e-09	1.03
17-4430	17	93818670	93818744	+	75.0	0.737	10.000000	12.9	0.5	25.81	3.09e-13	8.35	1.20e-08	1.14
17-1471	17	93910982	93911056	+	75.0	0.760	14.000000	12.9	1.0	12.91	8.32e-10	8.56	9.02e-09	0.86
17-2460	17	3114438	3114512	+	69.2	0.724	11.000000	11.9	2.0	5.96	8.31e-06	5.63	2.59e-06	1.14
17-2462	17	3616679	3616753	+	69.2	0.684	11.000000	11.9	1.0	11.91	1.00e-08	7.24	6.22e-07	0.94
17-4449	17	3933415	3933489	+	69.2	0.778	9.000000	11.9	0.5	23.83	7.42e-12	13.02	3.13e-10	1.14
17-3246	17	4990915	4990989	+	69.2	0.824	10.000000	11.9	1.0	11.91	1.00e-08	5.12	6.66e-06	1.14
17-1890	17	5204846	5204920	+	69.2	0.682	12.000000	12.9	1.0	12.91	8.32e-10	5.63	2.59e-06	0.94
17-1895	17	5941000	5941074	+	69.2	0.656	12.000000	11.9	1.0	11.91	1.00e-08	5.88	1.67e-06	0.94
17-1899	17	6829066	6829140	+	69.2	0.824	12.000000	11.9	1.0	11.91	1.00e-08	4.64	1.74e-05	0.94
17-1904	17	7928264	7928338	+	69.2	0.600	12.000000	11.9	1.0	11.91	1.00e-08	6.62	4.37e-06	0.85
17-2483	17	9024215	9024289	+	69.2	0.571	11.000000	11.9	0.5	23.83	7.42e-12	8.73	2.70e-08	0.94
17-2485	17	10050846	10050920	+	69.2	0.762	11.000000	11.9	1.0	11.91	1.00e-08	5.90	1.61e-06	0.94
17-4535	17	11786579	11786653	+	69.2	0.632	9.000000	11.9	0.5	23.83	7.42e-12	10.52	3.56e-09	1.14
17-3306	17	12106408	12106482	+	69.2	0.654	10.000000	11.9	2.0	5.96	8.31e-06	4.37	3.08e-05	1.03
17-4550	17	12909972	12910046	+	69.2	0.640	9.000000	11.9	2.0	5.96	8.31e-06	5.12	6.66e-06	1.14
17-2507	17	13338314	13338388	+	69.2	0.857	11.000000	11.9	1.0	11.91	1.00e-08	14.98	6.54e-11	0.94
17-1924	17	13472601	13472675	+	69.2	0.750	12.000000	11.9	2.0	5.96	8.31e-06	9.23	1.47e-08	0.94
17-4561	17	13761126	13761200	+	69.2	0.867	9.000000	11.9	1.0	11.91	1.00e-08	4.87	1.09e-05	1.14
17-3338	17	15533073	15533147	+	69.2	0.583	10.000000	11.9	0.5	23.83	7.42e-12	6.59	5.22e-07	1.03
17-3341	17	15825702	15825776	+	69.2	0.500	10.000000	11.9	1.0	11.91	1.00e-08	4.55	2.11e-05	1.03
17-3344	17	16089323	16089397	+	69.2	0.867	10.000000	11.9	2.0	5.96	8.31e-06	11.59	1.22e-09	1.03
17-2522	17	16374660	16374734	+	69.2	0.929	11.000000	11.9	2.0	5.96	8.31e-06	6.04	1.28e-06	1.03
17-2523	17	17381143	17381217	+	69.2	0.864	11.000000	11.9	2.0	5.96	8.31e-06	6.38	7.31e-07	1.03
17-2524	17	17487191	17487265	+	69.2	0.933	11.000000	11.9	2.0	5.96	8.31e-06	7.90	7.79e-08	0.94
17-1951	17	21423183	21423257	+	69.2	0.682	12.000000	11.9	2.0	5.96	8.31e-06	8.23	5.06e-08	0.86
17-1955	17	22081125	22081199	+	69.2	0.714	12.000000	11.9	1.0	11.91	1.00e-08	10.66	3.08e-09	0.94
17-1958	17	22590497	22590571	+	69.2	0.867	12.000000	11.9	0.5	23.83	7.42e-12	8.22	1.81e-07	0.86
17-1522	17	23538073	23538147	+	69.2	0.625	13.000000	11.9	1.0	11.91	1.00e-08	4.12	5.36e-05	0.86
17-1969	17	23795078	23795152	+	69.2	0.800	12.000000	11.9	2.0	5.96	8.31e-06	5.24	5.31e-06	0.94
17-3412	17	23851434	23851508	+	69.2	0.500	10.000000	11.9	0.5	23.83	7.42e-12	5.29	2.90e-05	0.95
17-2562	17	24426596	24426670	+	69.2	0.542	11.000000	11.9	1.0	11.91	1.00e-08	5.63	2.59e-06	0.94
17-1976	17	24454906	24454980	+	69.2	0.529	12.000000	11.9	2.0	5.96	8.31e-06	5.53	3.09e-06	0.94
17-1988	17	25434093	25434167	+	69.2	0.696	12.000000	11.9	1.0	11.91	1.00e-08	5.36	4.21e-06	0.94
17-1566	17	26012218	26012292	+	69.2	0.750	13.000000	11.9	2.0	5.96	8.31e-06	4.18	4.74e-05	0.86
17-2589	17	26041306	26041380	+	69.2	0.714	11.000000	11.9	2.0	5.96	8.31e-06	6.38	7.31e-07	1.03
17-2602	17	26836568	26836642	+	69.2	0.722	11.000000	11.9	2.0	5.96	8.31e-06	4.89	1.06e-05	0.94
17-4809	17	27025679	27025753	+	69.2	0.750	9.000000	11.9	0.5	23.83	7.42e-12	4.71	1.51e-05	1.14
